"V1","bird","sex","tissue","treatment","group","study","sextissue","samples","hiloPRL","external"
"x.y79_male_gonad_prolong","x.y79","male","gonads","prolong","male.gonads.prolong","manipulation","male_gonads","x.y79_male_gonad_prolong","hi","eggs"
"x.y79_male_hypothalamus_prolong","x.y79","male","hypothalamus","prolong","male.hypothalamus.prolong","manipulation","male_hypothalamus","x.y79_male_hypothalamus_prolong","hi","eggs"
"x.y79_male_pituitary_prolong","x.y79","male","pituitary","prolong","male.pituitary.prolong","manipulation","male_pituitary","x.y79_male_pituitary_prolong","hi","eggs"
"x.y90_female_gonad_hatch","x.y90","female","gonads","hatch","female.gonads.hatch","charcterization","female_gonads","x.y90_female_gonad_hatch","hi","chicks"
"x.y90_female_hypothalamus_hatch","x.y90","female","hypothalamus","hatch","female.hypothalamus.hatch","charcterization","female_hypothalamus","x.y90_female_hypothalamus_hatch","hi","chicks"
"x.y90_female_pituitary_hatch","x.y90","female","pituitary","hatch","female.pituitary.hatch","charcterization","female_pituitary","x.y90_female_pituitary_hatch","hi","chicks"
"x.y93.g126_female_gonad_inc.d9","x.y93.g126","female","gonads","inc.d9","female.gonads.inc.d9","charcterization","female_gonads","x.y93.g126_female_gonad_inc.d9","lo","eggs"
"x.y93.g126_female_hypothalamus_inc.d9","x.y93.g126","female","hypothalamus","inc.d9","female.hypothalamus.inc.d9","charcterization","female_hypothalamus","x.y93.g126_female_hypothalamus_inc.d9","lo","eggs"
"x.y93.g126_female_pituitary_inc.d9","x.y93.g126","female","pituitary","inc.d9","female.pituitary.inc.d9","charcterization","female_pituitary","x.y93.g126_female_pituitary_inc.d9","lo","eggs"
"x.y9_female_gonad_n9","x.y9","female","gonads","n9","female.gonads.n9","charcterization","female_gonads","x.y9_female_gonad_n9","hi","chicks"
"x.y9_female_hypothalamus_n9","x.y9","female","hypothalamus","n9","female.hypothalamus.n9","charcterization","female_hypothalamus","x.y9_female_hypothalamus_n9","hi","chicks"
"x.y9_female_pituitary_n9","x.y9","female","pituitary","n9","female.pituitary.n9","charcterization","female_pituitary","x.y9_female_pituitary_n9","hi","chicks"
"y.s156.o.r_female_gonad_lay","y.s156.o.r","female","gonads","lay","female.gonads.lay","charcterization","female_gonads","y.s156.o.r_female_gonad_lay","lo","eggs"
"y.s156.o.r_female_hypothalamus_lay","y.s156.o.r","female","hypothalamus","lay","female.hypothalamus.lay","charcterization","female_hypothalamus","y.s156.o.r_female_hypothalamus_lay","lo","eggs"
"y.s156.o.r_female_pituitary_lay","y.s156.o.r","female","pituitary","lay","female.pituitary.lay","charcterization","female_pituitary","y.s156.o.r_female_pituitary_lay","lo","eggs"
"y.w.blk_male_gonad_m.inc.d9","y.w.blk","male","gonads","m.inc.d9","male.gonads.m.inc.d9","manipulation","male_gonads","y.w.blk_male_gonad_m.inc.d9","lo","nest"
"y.w.blk_male_hypothalamus_m.inc.d9","y.w.blk","male","hypothalamus","m.inc.d9","male.hypothalamus.m.inc.d9","manipulation","male_hypothalamus","y.w.blk_male_hypothalamus_m.inc.d9","lo","nest"
"y.w.blk_male_pituitary_m.inc.d9","y.w.blk","male","pituitary","m.inc.d9","male.pituitary.m.inc.d9","manipulation","male_pituitary","y.w.blk_male_pituitary_m.inc.d9","lo","nest"
"y12.x_female_gonad_m.inc.d9","y12.x","female","gonads","m.inc.d9","female.gonads.m.inc.d9","manipulation","female_gonads","y12.x_female_gonad_m.inc.d9","lo","nest"
"y12.x_female_hypothalamus_m.inc.d9","y12.x","female","hypothalamus","m.inc.d9","female.hypothalamus.m.inc.d9","manipulation","female_hypothalamus","y12.x_female_hypothalamus_m.inc.d9","lo","nest"
"y12.x_female_pituitary_m.inc.d9","y12.x","female","pituitary","m.inc.d9","female.pituitary.m.inc.d9","manipulation","female_pituitary","y12.x_female_pituitary_m.inc.d9","lo","nest"
"y126.w92.x_female_gonad_inc.d17","y126.w92.x","female","gonads","inc.d17","female.gonads.inc.d17","charcterization","female_gonads","y126.w92.x_female_gonad_inc.d17","hi","eggs"
"y126.w92.x_female_hypothalamus_inc.d17","y126.w92.x","female","hypothalamus","inc.d17","female.hypothalamus.inc.d17","charcterization","female_hypothalamus","y126.w92.x_female_hypothalamus_inc.d17","hi","eggs"
"y126.w92.x_female_pituitary_inc.d17","y126.w92.x","female","pituitary","inc.d17","female.pituitary.inc.d17","charcterization","female_pituitary","y126.w92.x_female_pituitary_inc.d17","hi","eggs"
"y128.g23.x_female_gonad_inc.d9","y128.g23.x","female","gonads","inc.d9","female.gonads.inc.d9","charcterization","female_gonads","y128.g23.x_female_gonad_inc.d9","lo","eggs"
"y128.g23.x_female_hypothalamus_m.inc.d9","y128.g23.x","female","hypothalamus","m.inc.d9","female.hypothalamus.m.inc.d9","manipulation","female_hypothalamus","y128.g23.x_female_hypothalamus_m.inc.d9","lo","nest"
"y128.g23.x_female_pituitary_inc.d9","y128.g23.x","female","pituitary","inc.d9","female.pituitary.inc.d9","charcterization","female_pituitary","y128.g23.x_female_pituitary_inc.d9","lo","eggs"
"y129.x_male_gonad_n9","y129.x","male","gonads","n9","male.gonads.n9","charcterization","male_gonads","y129.x_male_gonad_n9","hi","chicks"
"y129.x_male_hypothalamus_n9","y129.x","male","hypothalamus","n9","male.hypothalamus.n9","charcterization","male_hypothalamus","y129.x_male_hypothalamus_n9","hi","chicks"
"y129.x_male_pituitary_n9","y129.x","male","pituitary","n9","male.pituitary.n9","charcterization","male_pituitary","y129.x_male_pituitary_n9","hi","chicks"
"y13.x_female_gonad_inc.d3","y13.x","female","gonads","inc.d3","female.gonads.inc.d3","charcterization","female_gonads","y13.x_female_gonad_inc.d3","lo","eggs"
"y13.x_female_hypothalamus_inc.d3","y13.x","female","hypothalamus","inc.d3","female.hypothalamus.inc.d3","charcterization","female_hypothalamus","y13.x_female_hypothalamus_inc.d3","lo","eggs"
"y13.x_female_pituitary_inc.d3","y13.x","female","pituitary","inc.d3","female.pituitary.inc.d3","charcterization","female_pituitary","y13.x_female_pituitary_inc.d3","lo","eggs"
"y130.o170.x_female_gonad_inc.d17","y130.o170.x","female","gonads","inc.d17","female.gonads.inc.d17","charcterization","female_gonads","y130.o170.x_female_gonad_inc.d17","hi","eggs"
"y130.o170.x_female_hypothalamus_inc.d17","y130.o170.x","female","hypothalamus","inc.d17","female.hypothalamus.inc.d17","charcterization","female_hypothalamus","y130.o170.x_female_hypothalamus_inc.d17","hi","eggs"
"y130.o170.x_female_pituitary_inc.d17","y130.o170.x","female","pituitary","inc.d17","female.pituitary.inc.d17","charcterization","female_pituitary","y130.o170.x_female_pituitary_inc.d17","hi","eggs"
"y131.w185.x_male_gonad_n9","y131.w185.x","male","gonads","n9","male.gonads.n9","charcterization","male_gonads","y131.w185.x_male_gonad_n9","hi","chicks"
"y131.w185.x_male_hypothalamus_n9","y131.w185.x","male","hypothalamus","n9","male.hypothalamus.n9","charcterization","male_hypothalamus","y131.w185.x_male_hypothalamus_n9","hi","chicks"
"y131.w185.x_male_pituitary_n9","y131.w185.x","male","pituitary","n9","male.pituitary.n9","charcterization","male_pituitary","y131.w185.x_male_pituitary_n9","hi","chicks"
"y133.w77.r58_male_gonad_inc.d17","y133.w77.r58","male","gonads","inc.d17","male.gonads.inc.d17","charcterization","male_gonads","y133.w77.r58_male_gonad_inc.d17","hi","eggs"
"y133.w77.r58_male_hypothalamus_inc.d17","y133.w77.r58","male","hypothalamus","inc.d17","male.hypothalamus.inc.d17","charcterization","male_hypothalamus","y133.w77.r58_male_hypothalamus_inc.d17","hi","eggs"
"y133.w77.r58_male_pituitary_inc.d17","y133.w77.r58","male","pituitary","inc.d17","male.pituitary.inc.d17","charcterization","male_pituitary","y133.w77.r58_male_pituitary_inc.d17","hi","eggs"
"y135.blu107.x_female_gonad_inc.d17","y135.blu107.x","female","gonads","inc.d17","female.gonads.inc.d17","charcterization","female_gonads","y135.blu107.x_female_gonad_inc.d17","hi","eggs"
"y135.blu107.x_female_hypothalamus_inc.d17","y135.blu107.x","female","hypothalamus","inc.d17","female.hypothalamus.inc.d17","charcterization","female_hypothalamus","y135.blu107.x_female_hypothalamus_inc.d17","hi","eggs"
"y135.blu107.x_female_pituitary_inc.d17.NYNO","y135.blu107.x","female","pituitary","inc.d17","female.pituitary.inc.d17","charcterization","female_pituitary","y135.blu107.x_female_pituitary_inc.d17.NYNO","hi","eggs"
"y136.x_female_gonad_inc.d17","y136.x","female","gonads","inc.d17","female.gonads.inc.d17","charcterization","female_gonads","y136.x_female_gonad_inc.d17","lo","eggs"
"y136.x_female_hypothalamus_inc.d17","y136.x","female","hypothalamus","inc.d17","female.hypothalamus.inc.d17","charcterization","female_hypothalamus","y136.x_female_hypothalamus_inc.d17","lo","eggs"
"y136.x_female_pituitary_inc.d17","y136.x","female","pituitary","inc.d17","female.pituitary.inc.d17","charcterization","female_pituitary","y136.x_female_pituitary_inc.d17","lo","eggs"
"y140.w119.x_female_gonad_inc.d9","y140.w119.x","female","gonads","inc.d9","female.gonads.inc.d9","charcterization","female_gonads","y140.w119.x_female_gonad_inc.d9","lo","eggs"
"y140.w119.x_female_hypothalamus_inc.d9","y140.w119.x","female","hypothalamus","inc.d9","female.hypothalamus.inc.d9","charcterization","female_hypothalamus","y140.w119.x_female_hypothalamus_inc.d9","lo","eggs"
"y140.w119.x_female_pituitary_inc.d9","y140.w119.x","female","pituitary","inc.d9","female.pituitary.inc.d9","charcterization","female_pituitary","y140.w119.x_female_pituitary_inc.d9","lo","eggs"
"y146.r32.x_female_gonad_inc.prolong","y146.r32.x","female","gonads","prolong","female.gonads.prolong","manipulation","female_gonads","y146.r32.x_female_gonad_inc.prolong","hi","eggs"
"y146.r32.x_female_hypothalamus_inc.prolong","y146.r32.x","female","hypothalamus","prolong","female.hypothalamus.prolong","manipulation","female_hypothalamus","y146.r32.x_female_hypothalamus_inc.prolong","hi","eggs"
"y146.r32.x_female_pituitary_inc.prolong","y146.r32.x","female","pituitary","prolong","female.pituitary.prolong","manipulation","female_pituitary","y146.r32.x_female_pituitary_inc.prolong","hi","eggs"
"y148.w81.g145_male_gonad_m.inc.d17","y148.w81.g145","male","gonads","m.inc.d17","male.gonads.m.inc.d17","manipulation","male_gonads","y148.w81.g145_male_gonad_m.inc.d17","hi","nest"
"y148.w81.g145_male_hypothalamus_m.inc.d17","y148.w81.g145","male","hypothalamus","m.inc.d17","male.hypothalamus.m.inc.d17","manipulation","male_hypothalamus","y148.w81.g145_male_hypothalamus_m.inc.d17","hi","nest"
"y148.w81.g145_male_pituitary_m.inc.d17","y148.w81.g145","male","pituitary","m.inc.d17","male.pituitary.m.inc.d17","manipulation","male_pituitary","y148.w81.g145_male_pituitary_m.inc.d17","hi","nest"
"y149.r52.x_male_gonad_inc.d3","y149.r52.x","male","gonads","inc.d3","male.gonads.inc.d3","charcterization","male_gonads","y149.r52.x_male_gonad_inc.d3","lo","eggs"
"y149.r52.x_male_hypothalamus_inc.d3","y149.r52.x","male","hypothalamus","inc.d3","male.hypothalamus.inc.d3","charcterization","male_hypothalamus","y149.r52.x_male_hypothalamus_inc.d3","lo","eggs"
"y149.r52.x_male_pituitary_inc.d3","y149.r52.x","male","pituitary","inc.d3","male.pituitary.inc.d3","charcterization","male_pituitary","y149.r52.x_male_pituitary_inc.d3","lo","eggs"
"y15.x_female_gonad_hatch","y15.x","female","gonads","hatch","female.gonads.hatch","charcterization","female_gonads","y15.x_female_gonad_hatch","hi","chicks"
"y15.x_female_hypothalamus_hatch","y15.x","female","hypothalamus","hatch","female.hypothalamus.hatch","charcterization","female_hypothalamus","y15.x_female_hypothalamus_hatch","hi","chicks"
"y15.x_female_pituitary_hatch","y15.x","female","pituitary","hatch","female.pituitary.hatch","charcterization","female_pituitary","y15.x_female_pituitary_hatch","hi","chicks"
"y18.x_male_gonad_m.inc.d3","y18.x","male","gonads","m.inc.d3","male.gonads.m.inc.d3","manipulation","male_gonads","y18.x_male_gonad_m.inc.d3","lo","nest"
"y18.x_male_hypothalamus_m.inc.d3","y18.x","male","hypothalamus","m.inc.d3","male.hypothalamus.m.inc.d3","manipulation","male_hypothalamus","y18.x_male_hypothalamus_m.inc.d3","lo","nest"
"y18.x_male_pituitary_m.inc.d3","y18.x","male","pituitary","m.inc.d3","male.pituitary.m.inc.d3","manipulation","male_pituitary","y18.x_male_pituitary_m.inc.d3","lo","nest"
"y4.x_male_gonad_m.inc.d17","y4.x","male","gonads","m.inc.d17","male.gonads.m.inc.d17","manipulation","male_gonads","y4.x_male_gonad_m.inc.d17","hi","nest"
"y4.x_male_hypothalamus_m.inc.d17","y4.x","male","hypothalamus","m.inc.d17","male.hypothalamus.m.inc.d17","manipulation","male_hypothalamus","y4.x_male_hypothalamus_m.inc.d17","hi","nest"
"y4.x_male_pituitary_m.inc.d17","y4.x","male","pituitary","m.inc.d17","male.pituitary.m.inc.d17","manipulation","male_pituitary","y4.x_male_pituitary_m.inc.d17","hi","nest"
"y55.x_male_gonad_m.inc.d8","y55.x","male","gonads","early","male.gonads.early","charcterization","male_gonads","y55.x_male_gonad_m.inc.d8","lo","chicks"
"y55.x_male_hypothalamus_m.inc.d8","y55.x","male","hypothalamus","early","male.hypothalamus.early","charcterization","male_hypothalamus","y55.x_male_hypothalamus_m.inc.d8","lo","chicks"
"y55.x_male_pituitary_m.inc.d8","y55.x","male","pituitary","early","male.pituitary.early","charcterization","male_pituitary","y55.x_male_pituitary_m.inc.d8","lo","chicks"
"y6.o54_female_gonad_n5","y6.o54","female","gonads","n5","female.gonads.n5","charcterization","female_gonads","y6.o54_female_gonad_n5","hi","chicks"
"y6.o54_female_hypothalamus_n5","y6.o54","female","hypothalamus","n5","female.hypothalamus.n5","charcterization","female_hypothalamus","y6.o54_female_hypothalamus_n5","hi","chicks"
"y6.o54_female_pituitary_n5","y6.o54","female","pituitary","n5","female.pituitary.n5","charcterization","female_pituitary","y6.o54_female_pituitary_n5","hi","chicks"
"y63.x_male_gonad_m.inc.d9","y63.x","male","gonads","m.inc.d9","male.gonads.m.inc.d9","manipulation","male_gonads","y63.x_male_gonad_m.inc.d9","lo","nest"
"y63.x_male_hypothalamus_m.inc.d9","y63.x","male","hypothalamus","m.inc.d9","male.hypothalamus.m.inc.d9","manipulation","male_hypothalamus","y63.x_male_hypothalamus_m.inc.d9","lo","nest"
"y63.x_male_pituitary_m.inc.d9","y63.x","male","pituitary","m.inc.d9","male.pituitary.m.inc.d9","manipulation","male_pituitary","y63.x_male_pituitary_m.inc.d9","lo","nest"
"y7.g58_female_gonad_hatch","y7.g58","female","gonads","hatch","female.gonads.hatch","charcterization","female_gonads","y7.g58_female_gonad_hatch","hi","chicks"
"y7.g58_female_hypothalamus_hatch","y7.g58","female","hypothalamus","hatch","female.hypothalamus.hatch","charcterization","female_hypothalamus","y7.g58_female_hypothalamus_hatch","hi","chicks"
"y7.g58_female_pituitary_hatch","y7.g58","female","pituitary","hatch","female.pituitary.hatch","charcterization","female_pituitary","y7.g58_female_pituitary_hatch","hi","chicks"
"y85.r71.x_female_gonad_m.inc.d17","y85.r71.x","female","gonads","m.inc.d17","female.gonads.m.inc.d17","manipulation","female_gonads","y85.r71.x_female_gonad_m.inc.d17","hi","nest"
"y85.r71.x_female_hypothalamus_m.inc.d17","y85.r71.x","female","hypothalamus","m.inc.d17","female.hypothalamus.m.inc.d17","manipulation","female_hypothalamus","y85.r71.x_female_hypothalamus_m.inc.d17","hi","nest"
"y85.r71.x_female_pituitary_m.inc.d17","y85.r71.x","female","pituitary","m.inc.d17","female.pituitary.m.inc.d17","manipulation","female_pituitary","y85.r71.x_female_pituitary_m.inc.d17","hi","nest"
"y94.g133.x_female_gonad_n5","y94.g133.x","female","gonads","n5","female.gonads.n5","charcterization","female_gonads","y94.g133.x_female_gonad_n5","hi","chicks"
"y94.g133.x_female_hypothalamus_n5.NYNO","y94.g133.x","female","hypothalamus","n5","female.hypothalamus.n5","charcterization","female_hypothalamus","y94.g133.x_female_hypothalamus_n5.NYNO","hi","chicks"
"y94.g133.x_female_pituitary_n5","y94.g133.x","female","pituitary","n5","female.pituitary.n5","charcterization","female_pituitary","y94.g133.x_female_pituitary_n5","hi","chicks"
"y95.g131.x_male_gonad_inc.d9","y95.g131.x","male","gonads","inc.d9","male.gonads.inc.d9","charcterization","male_gonads","y95.g131.x_male_gonad_inc.d9","lo","eggs"
"y95.g131.x_male_hypothalamus_inc.d9","y95.g131.x","male","hypothalamus","inc.d9","male.hypothalamus.inc.d9","charcterization","male_hypothalamus","y95.g131.x_male_hypothalamus_inc.d9","lo","eggs"
"y95.g131.x_male_pituitary_inc.d9","y95.g131.x","male","pituitary","inc.d9","male.pituitary.inc.d9","charcterization","male_pituitary","y95.g131.x_male_pituitary_inc.d9","lo","eggs"
"y97.x_female_gonad_n9","y97.x","female","gonads","n9","female.gonads.n9","charcterization","female_gonads","y97.x_female_gonad_n9","hi","chicks"
"y97.x_female_hypothalamus_n9","y97.x","female","hypothalamus","n9","female.hypothalamus.n9","charcterization","female_hypothalamus","y97.x_female_hypothalamus_n9","hi","chicks"
"y97.x_female_pituitary_n9","y97.x","female","pituitary","n9","female.pituitary.n9","charcterization","female_pituitary","y97.x_female_pituitary_n9","hi","chicks"
"y98.g54_female_gonad_m.hatch","y98.g54","female","gonads","m.n2","female.gonads.m.n2","manipulation","female_gonads","y98.g54_female_gonad_m.hatch","hi","nest"
"y98.g54_female_hypothalamus_m.hatch","y98.g54","female","hypothalamus","m.n2","female.hypothalamus.m.n2","manipulation","female_hypothalamus","y98.g54_female_hypothalamus_m.hatch","hi","nest"
"y98.g54_female_pituitary_m.hatch","y98.g54","female","pituitary","m.n2","female.pituitary.m.n2","manipulation","female_pituitary","y98.g54_female_pituitary_m.hatch","hi","nest"
"y98.o50.x_male_gonad_inc.d3","y98.o50.x","male","gonads","inc.d3","male.gonads.inc.d3","charcterization","male_gonads","y98.o50.x_male_gonad_inc.d3","lo","eggs"
"y98.o50.x_male_hypothalamus_inc.d3","y98.o50.x","male","hypothalamus","inc.d3","male.hypothalamus.inc.d3","charcterization","male_hypothalamus","y98.o50.x_male_hypothalamus_inc.d3","lo","eggs"
"y98.o50.x_male_pituitary_inc.d3","y98.o50.x","male","pituitary","inc.d3","male.pituitary.inc.d3","charcterization","male_pituitary","y98.o50.x_male_pituitary_inc.d3","lo","eggs"
