"","gene","name"
"24916","RPL36AP33","ribosomal protein L36a pseudogene 33"
"24917","RPL36AP34","ribosomal protein L36a pseudogene 34"
"24918","RPL36AP35","ribosomal protein L36a pseudogene 35"
"24919","RPL36AP36","ribosomal protein L36a pseudogene 36"
"24920","RPL36AP37","ribosomal protein L36a pseudogene 37"
"24921","RPL36AP38","ribosomal protein L36a pseudogene 38"
"24922","RPL36AP39","ribosomal protein L36a pseudogene 39"
"24923","RPL36AP40","ribosomal protein L36a pseudogene 40"
"24924","RPL36AP41","ribosomal protein L36a pseudogene 41"
"24925","RPL36AP42","ribosomal protein L36a pseudogene 42"
"24926","RPL36AP43","ribosomal protein L36a pseudogene 43"
"24927","RPL36AP44","ribosomal protein L36a pseudogene 44"
"24928","RPL36AP45","ribosomal protein L36a pseudogene 45"
"24929","RPL36AP46","ribosomal protein L36a pseudogene 46"
"24930","RPL36AP47","ribosomal protein L36a pseudogene 47"
"24931","RPL36AP48","ribosomal protein L36a pseudogene 48"
"24932","RPL36AP49","ribosomal protein L36a pseudogene 49"
"24933","RPL36AP50","ribosomal protein L36a pseudogene 50"
"24934","RPL36AP51","ribosomal protein L36a pseudogene 51"
"24935","RPL36AP53","ribosomal protein L36a pseudogene 53"
"24936","RPL36AP54","ribosomal protein L36a pseudogene 54"
"24937","RPL36AP55","ribosomal protein L36a pseudogene 55"
"24938","RPL36P1","ribosomal protein L36 pseudogene 1"
"24939","RPL36P2","ribosomal protein L36 pseudogene 2"
"24940","RPL36P3","ribosomal protein L36 pseudogene 3"
"24941","RPL36P4","ribosomal protein L36 pseudogene 4"
"24942","RPL36P5","ribosomal protein L36 pseudogene 5"
"24943","RPL36P6","ribosomal protein L36 pseudogene 6"
"24944","RPL36P7","ribosomal protein L36 pseudogene 7"
"24945","RPL36P8","ribosomal protein L36 pseudogene 8"
"24946","RPL36P9","ribosomal protein L36 pseudogene 9"
"24947","RPL36P10","ribosomal protein L36 pseudogene 10"
"24948","RPL36P11","ribosomal protein L36 pseudogene 11"
"24949","RPL36P12","ribosomal protein L36 pseudogene 12"
"24950","RPL36P13","ribosomal protein L36 pseudogene 13"
"24951","RPL36P14","ribosomal protein L36 pseudogene 14"
"24952","RPL36P15","ribosomal protein L36 pseudogene 15"
"24953","RPL36P16","ribosomal protein L36 pseudogene 16"
"24954","RPL36P17","ribosomal protein L36 pseudogene 17"
"24955","RPL36P18","ribosomal protein L36 pseudogene 18"
"24956","RPL36P19","ribosomal protein L36 pseudogene 19"
"24957","RPL36P20","ribosomal protein L36 pseudogene 20"
"24958","RPL37AP1","ribosomal protein L37a pseudogene 1"
"24959","RPL37AP2","ribosomal protein L37a pseudogene 2"
"24960","RPL37AP3","ribosomal protein L37a pseudogene 3"
"24961","RPL37AP4","ribosomal protein L37a pseudogene 4"
"24962","RPL37AP5","ribosomal protein L37a pseudogene 5"
"24963","RPL37AP6","ribosomal protein L37a pseudogene 6"
"24964","RPL37AP7","ribosomal protein L37a pseudogene 7"
"24965","RPL37AP8","ribosomal protein L37a pseudogene 8"
"24966","RPL37AP9","ribosomal protein L37a pseudogene 9"
"24967","RPL37P1","ribosomal protein L37 pseudogene 1"
"24968","RPL37P2","ribosomal protein L37 pseudogene 2"
"24969","RPL37P3","ribosomal protein L37 pseudogene 3"
"24970","RPL37P4","ribosomal protein L37 pseudogene 4"
"24971","RPL37P5","ribosomal protein L37 pseudogene 5"
"24972","RPL37P6","ribosomal protein L37 pseudogene 6"
"24973","RPL37P7","ribosomal protein L37 pseudogene 7"
"24974","RPL37P8","ribosomal protein L37 pseudogene 8"
"24975","RPL37P9","ribosomal protein L37 pseudogene 9"
"24976","RPL37P10","ribosomal protein L37 pseudogene 10"
"24977","RPL37P11","ribosomal protein L37 pseudogene 11"
"24978","RPL37P12","ribosomal protein L37 pseudogene 12"
"24979","RPL37P13","ribosomal protein L37 pseudogene 13"
"24980","RPL37P14","ribosomal protein L37 pseudogene 14"
"24981","RPL37P15","ribosomal protein L37 pseudogene 15"
"24982","RPL37P16","ribosomal protein L37 pseudogene 16"
"24983","RPL37P17","ribosomal protein L37 pseudogene 17"
"24984","RPL37P18","ribosomal protein L37 pseudogene 18"
"24985","RPL37P19","ribosomal protein L37 pseudogene 19"
"24986","RPL37P20","ribosomal protein L37 pseudogene 20"
"24987","RPL37P21","ribosomal protein L37 pseudogene 21"
"24988","RPL37P22","ribosomal protein L37 pseudogene 22"
"24989","RPL37P23","ribosomal protein L37 pseudogene 23"
"24990","RPL37P24","ribosomal protein L37 pseudogene 24"
"24991","RPL37P25","ribosomal protein L37 pseudogene 25"
"24992","RPL38P1","RPL38 pseudogene 1"
"24993","RPL38P2","RPL38 pseudogene 2"
"24994","RPL38P3","RPL38 pseudogene 3"
"24995","RPL38P4","RPL38 pseudogene 4"
"24996","RPL38P5","RPL38 pseudogene 5"
"24997","RPL38P6","RPL38 pseudogene 6"
"24998","RPL39L","ribosomal protein L39 like"
"24999","RPL39P","ribosomal protein L39 pseudogene"
"25000","RPL39P2","ribosomal protein L39 pseudogene 2"
"25001","RPL39P3","ribosomal protein L39 pseudogene 3"
"25002","RPL39P4","ribosomal protein L39 pseudogene 4"
"25003","RPL39P5","ribosomal protein L39 pseudogene 5"
"25004","RPL39P6","ribosomal protein L39 pseudogene 6"
"25005","RPL39P7","ribosomal protein L39 pseudogene 7"
"25006","RPL39P8","ribosomal protein L39 pseudogene 8"
"25007","RPL39P9","ribosomal protein L39 pseudogene 9"
"25008","RPL39P10","ribosomal protein L39 pseudogene 10"
"25009","RPL39P11","ribosomal protein L39 pseudogene 11"
"25010","RPL39P12","ribosomal protein L39 pseudogene 12"
"25011","RPL39P13","ribosomal protein L39 pseudogene 13"
"25012","RPL39P14","ribosomal protein L39 pseudogene 14"
"25013","RPL39P15","ribosomal protein L39 pseudogene 15"
"25014","RPL39P16","ribosomal protein L39 pseudogene 16"
"25015","RPL39P17","ribosomal protein L39 pseudogene 17"
"25016","RPL39P18","ribosomal protein L39 pseudogene 18"
"25017","RPL39P19","ribosomal protein L39 pseudogene 19"
"25018","RPL39P20","ribosomal protein L39 pseudogene 20"
"25019","RPL39P21","ribosomal protein L39 pseudogene 21"
"25020","RPL39P22","ribosomal protein L39 pseudogene 22"
"25021","RPL39P23","ribosomal protein L39 pseudogene 23"
"25022","RPL39P24","ribosomal protein L39 pseudogene 24"
"25023","RPL39P25","ribosomal protein L39 pseudogene 25"
"25024","RPL39P26","ribosomal protein L39 pseudogene 26"
"25025","RPL39P27","ribosomal protein L39 pseudogene 27"
"25026","RPL39P28","ribosomal protein L39 pseudogene 28"
"25027","RPL39P29","ribosomal protein L39 pseudogene 29"
"25028","RPL39P30","ribosomal protein L39 pseudogene 30"
"25029","RPL39P31","ribosomal protein L39 pseudogene 31"
"25030","RPL39P32","ribosomal protein L39 pseudogene 32"
"25031","RPL39P33","ribosomal protein L39 pseudogene 33"
"25032","RPL39P34","ribosomal protein L39 pseudogene 34"
"25033","RPL39P35","ribosomal protein L39 pseudogene 35"
"25034","RPL39P36","ribosomal protein L39 pseudogene 36"
"25035","RPL39P37","ribosomal protein L39 pseudogene 37"
"25036","RPL39P38","ribosomal protein L39 pseudogene 38"
"25037","RPL39P39","ribosomal protein L39 pseudogene 39"
"25038","RPL39P40","ribosomal protein L39 pseudogene 40"
"25039","RPL39P41","ribosomal protein L39 pseudogene 41"
"25040","RPL41","ribosomal protein L41"
"25041","RPL41P1","ribosomal protein L41 pseudogene 1"
"25042","RPL41P2","ribosomal protein L41 pseudogene 2"
"25043","RPL41P3","ribosomal protein L41 pseudogene 3"
"25044","RPL41P4","ribosomal protein L41 pseudogene 4"
"25045","RPL41P5","ribosomal protein L41 pseudogene 5"
"25046","RPL41P6","ribosomal protein L41 pseudogene 6"
"25047","RPL41P7","ribosomal protein L41 pseudogene 7"
"25048","RPLP1L1","ribosomal protein, large P1-like 1"
"25049","RPLP1L2","ribosomal protein, large, P1-like 2"
"25050","RPLP1L3","ribosomal protein, large, P1-like 3"
"25051","RPLP1L4","ribosomal protein, large, P1-like 4"
"25052","RPLP1P1","ribosomal protein lateral stalk subunit P1 pseudogene 1"
"25053","RPLP1P2","ribosomal protein lateral stalk subunit P1 pseudogene 2"
"25054","RPLP1P3","ribosomal protein lateral stalk subunit P1 pseudogene 3"
"25055","RPLP1P4","ribosomal protein lateral stalk subunit P1 pseudogene 4"
"25056","RPLP1P5","ribosomal protein lateral stalk subunit P1 pseudogene 5"
"25057","RPLP1P6","ribosomal protein lateral stalk subunit P1 pseudogene 6"
"25058","RPLP1P7","ribosomal protein lateral stalk subunit P1 pseudogene 7"
"25059","RPLP1P8","ribosomal protein lateral stalk subunit P1 pseudogene 8"
"25060","RPLP1P9","ribosomal protein lateral stalk subunit P1 pseudogene 9"
"25061","RPLP1P10","ribosomal protein lateral stalk subunit P1 pseudogene 10"
"25062","RPLP1P11","ribosomal protein lateral stalk subunit P1 pseudogene 11"
"25063","RPLP1P12","ribosomal protein lateral stalk subunit P1 pseudogene 12"
"25064","RPLP1P13","ribosomal protein lateral stalk subunit P1 pseudogene 13"
"25065","RPLP2P1","ribosomal protein lateral stalk subunit P2 pseudogene 1"
"25066","RPLP2P2","ribosomal protein lateral stalk subunit P2 pseudogene 2"
"25067","RPLP2P3","ribosomal protein lateral stalk subunit P2 pseudogene 3"
"25068","RPLP2P4","ribosomal protein lateral stalk subunit P2 pseudogene 4"
"25069","RPLP2P5","ribosomal protein lateral stalk subunit P2 pseudogene 5"
"25070","RPLP0P1","ribosomal protein lateral stalk subunit P0 pseudogene 1"
"25071","RPLP0P2","ribosomal protein lateral stalk subunit P0 pseudogene 2"
"25072","RPLP0P3","ribosomal protein lateral stalk subunit P0 pseudogene 3"
"25073","RPLP0P4","ribosomal protein lateral stalk subunit P0 pseudogene 4"
"25074","RPLP0P5","ribosomal protein lateral stalk subunit P0 pseudogene 5"
"25075","RPLP0P6","ribosomal protein lateral stalk subunit P0 pseudogene 6"
"25076","RPLP0P7","ribosomal protein lateral stalk subunit P0 pseudogene 7"
"25077","RPLP0P8","ribosomal protein lateral stalk subunit P0 pseudogene 8"
"25078","RPLP0P10","ribosomal protein lateral stalk subunit P0 pseudogene 10"
"25079","RPLP0P11","ribosomal protein lateral stalk subunit P0 pseudogene 11"
"25080","RPP21","ribonuclease P/MRP subunit p21"
"25081","RPP25L","ribonuclease P/MRP subunit p25 like"
"25082","RPP38-DT","RPP38 divergent transcript"
"25083","RPP40P1","ribonuclease P/MRP subunit p40 pseudogene 1"
"25084","RPP40P2","ribonuclease P/MRP subunit p40 pseudogene 2"
"25085","RPPH1","ribonuclease P RNA component H1"
"25086","RPPH1-2P","ribonuclease P RNA component H1, 2 pseudogene"
"25087","RPPH1-3P","ribonuclease P RNA component H1, 3 pseudogene"
"25088","RPRML","reprimo like"
"25089","RPS1L","ribosomal protein S1-like"
"25090","RPS2P1","ribosomal protein S2 pseudogene 1"
"25091","RPS2P2","ribosomal protein S2 pseudogene 2"
"25092","RPS2P3","ribosomal protein S2 pseudogene 3"
"25093","RPS2P4","ribosomal protein S2 pseudogene 4"
"25094","RPS2P5","ribosomal protein S2 pseudogene 5"
"25095","RPS2P6","ribosomal protein S2 pseudogene 6"
"25096","RPS2P7","ribosomal protein S2 pseudogene 7"
"25097","RPS2P8","ribosomal protein S2 pseudogene 8"
"25098","RPS2P9","ribosomal protein S2 pseudogene 9"
"25099","RPS2P10","ribosomal protein S2 pseudogene 10"
"25100","RPS2P11","ribosomal protein S2 pseudogene 11"
"25101","RPS2P12","ribosomal protein S2 pseudogene 12"
"25102","RPS2P13","ribosomal protein S2 pseudogene 13"
"25103","RPS2P14","ribosomal protein S2 pseudogene 14"
"25104","RPS2P15","ribosomal protein S2 pseudogene 15"
"25105","RPS2P16","ribosomal protein S2 pseudogene 16"
"25106","RPS2P17","ribosomal protein S2 pseudogene 17"
"25107","RPS2P18","ribosomal protein S2 pseudogene 18"
"25108","RPS2P19","ribosomal protein S2 pseudogene 19"
"25109","RPS2P20","ribosomal protein S2 pseudogene 20"
"25110","RPS2P21","ribosomal protein S2 pseudogene 21"
"25111","RPS2P22","ribosomal protein S2 pseudogene 22"
"25112","RPS2P23","ribosomal protein S2 pseudogene 23"
"25113","RPS2P24","ribosomal protein S2 pseudogene 24"
"25114","RPS2P25","ribosomal protein S2 pseudogene 25"
"25115","RPS2P26","ribosomal protein S2 pseudogene 26"
"25116","RPS2P27","ribosomal protein S2 pseudogene 27"
"25117","RPS2P28","ribosomal protein S2 pseudogene 28"
"25118","RPS2P29","ribosomal protein S2 pseudogene 29"
"25119","RPS2P30","ribosomal protein S2 pseudogene 30"
"25120","RPS2P31","ribosomal protein S2 pseudogene 31"
"25121","RPS2P32","ribosomal protein S2 pseudogene 32"
"25122","RPS2P33","ribosomal protein S2 pseudogene 33"
"25123","RPS2P34","ribosomal protein S2 pseudogene 34"
"25124","RPS2P35","ribosomal protein S2 pseudogene 35"
"25125","RPS2P36","ribosomal protein S2 pseudogene 36"
"25126","RPS2P37","ribosomal protein S2 pseudogene 37"
"25127","RPS2P38","ribosomal protein S2 pseudogene 38"
"25128","RPS2P39","ribosomal protein S2 pseudogene 39"
"25129","RPS2P40","ribosomal protein S2 pseudogene 40"
"25130","RPS2P41","ribosomal protein S2 pseudogene 41"
"25131","RPS2P42","ribosomal protein S2 pseudogene 42"
"25132","RPS2P43","ribosomal protein S2 pseudogene 43"
"25133","RPS2P44","ribosomal protein S2 pseudogene 44"
"25134","RPS2P45","ribosomal protein S2 pseudogene 45"
"25135","RPS2P46","ribosomal protein S2 pseudogene 46"
"25136","RPS2P47","ribosomal protein S2 pseudogene 47"
"25137","RPS2P48","ribosomal protein S2 pseudogene 48"
"25138","RPS2P49","ribosomal protein S2 pseudogene 49"
"25139","RPS2P50","ribosomal protein S2 pseudogene 50"
"25140","RPS2P51","ribosomal protein S2 pseudogene 51"
"25141","RPS2P52","ribosomal protein S2 pseudogene 52"
"25142","RPS2P53","ribosomal protein S2 pseudogene 53"
"25143","RPS2P54","ribosomal protein S2 pseudogene 54"
"25144","RPS2P55","ribosomal protein S2 pseudogene 55"
"25145","RPS3AP1","RPS3A pseudogene 1"
"25146","RPS3AP2","RPS3A pseudogene 2"
"25147","RPS3AP3","RPS3A pseudogene 3"
"25148","RPS3AP4","RPS3A pseudogene 4"
"25149","RPS3AP5","RPS3A pseudogene 5"
"25150","RPS3AP6","RPS3A pseudogene 6"
"25151","RPS3AP7","RPS3A pseudogene 7"
"25152","RPS3AP8","RPS3A pseudogene 8"
"25153","RPS3AP9","RPS3A pseudogene 9"
"25154","RPS3AP10","RPS3A pseudogene 10"
"25155","RPS3AP11","RPS3A pseudogene 11"
"25156","RPS3AP12","RPS3A pseudogene 12"
"25157","RPS3AP13","RPS3A pseudogene 13"
"25158","RPS3AP14","RPS3A pseudogene 14"
"25159","RPS3AP15","RPS3A pseudogene 15"
"25160","RPS3AP16","RPS3A pseudogene 16"
"25161","RPS3AP17","RPS3A pseudogene 17"
"25162","RPS3AP18","RPS3A pseudogene 18"
"25163","RPS3AP19","RPS3A pseudogene 19"
"25164","RPS3AP20","RPS3A pseudogene 20"
"25165","RPS3AP21","RPS3A pseudogene 21"
"25166","RPS3AP22","RPS3A pseudogene 22"
"25167","RPS3AP23","RPS3A pseudogene 23"
"25168","RPS3AP24","RPS3A pseudogene 24"
"25169","RPS3AP25","RPS3A pseudogene 25"
"25170","RPS3AP26","RPS3A pseudogene 26"
"25171","RPS3AP27","RPS3A pseudogene 27"
"25172","RPS3AP28","RPS3A pseudogene 28"
"25173","RPS3AP29","RPS3A pseudogene 29"
"25174","RPS3AP30","RPS3A pseudogene 30"
"25175","RPS3AP31","RPS3A pseudogene 31"
"25176","RPS3AP32","RPS3A pseudogene 32"
"25177","RPS3AP33","RPS3A pseudogene 33"
"25178","RPS3AP34","RPS3A pseudogene 34"
"25179","RPS3AP35","RPS3A pseudogene 35"
"25180","RPS3AP36","RPS3A pseudogene 36"
"25181","RPS3AP37","RPS3A pseudogene 37"
"25182","RPS3AP38","RPS3A pseudogene 38"
"25183","RPS3AP39","RPS3A pseudogene 39"
"25184","RPS3AP40","RPS3A pseudogene 40"
"25185","RPS3AP41","RPS3A pseudogene 41"
"25186","RPS3AP42","RPS3A pseudogene 42"
"25187","RPS3AP43","RPS3A pseudogene 43"
"25188","RPS3AP44","RPS3A pseudogene 44"
"25189","RPS3AP46","RPS3A pseudogene 46"
"25190","RPS3AP47","RPS3A pseudogene 47"
"25191","RPS3AP48","RPS3A pseudogene 48"
"25192","RPS3AP49","RPS3A pseudogene 49"
"25193","RPS3AP50","RPS3A pseudogene 50"
"25194","RPS3AP51","RPS3A pseudogene 51"
"25195","RPS3AP52","RPS3A pseudogene 52"
"25196","RPS3AP53","RPS3A pseudogene 53"
"25197","RPS3AP54","RPS3A pseudogene 54"
"25198","RPS3L1","ribosomal protein S3-like 1, G1-phase expressed"
"25199","RPS3P1","ribosomal protein S3 pseudogene 1"
"25200","RPS3P2","ribosomal protein S3 pseudogene 2"
"25201","RPS3P3","ribosomal protein S3 pseudogene 3"
"25202","RPS3P4","ribosomal protein S3 pseudogene 4"
"25203","RPS3P5","ribosomal protein S3 pseudogene 5"
"25204","RPS3P6","ribosomal protein S3 pseudogene 6"
"25205","RPS3P7","ribosomal protein S3 pseudogene 7"
"25206","RPS4XP1","ribosomal protein S4X pseudogene 1"
"25207","RPS4XP2","ribosomal protein S4X pseudogene 2"
"25208","RPS4XP3","ribosomal protein S4X pseudogene 3"
"25209","RPS4XP4","ribosomal protein S4X pseudogene 4"
"25210","RPS4XP5","ribosomal protein S4X pseudogene 5"
"25211","RPS4XP6","ribosomal protein S4X pseudogene 6"
"25212","RPS4XP7","ribosomal protein S4X pseudogene 7"
"25213","RPS4XP8","ribosomal protein S4X pseudogene 8"
"25214","RPS4XP9","ribosomal protein S4X pseudogene 9"
"25215","RPS4XP10","ribosomal protein S4X pseudogene 10"
"25216","RPS4XP11","ribosomal protein S4X pseudogene 11"
"25217","RPS4XP12","ribosomal protein S4X pseudogene 12"
"25218","RPS4XP13","ribosomal protein S4X pseudogene 13"
"25219","RPS4XP14","ribosomal protein S4X pseudogene 14"
"25220","RPS4XP15","ribosomal protein S4X pseudogene 15"
"25221","RPS4XP16","ribosomal protein S4X pseudogene 16"
"25222","RPS4XP17","ribosomal protein S4X pseudogene 17"
"25223","RPS4XP18","ribosomal protein S4X pseudogene 18"
"25224","RPS4XP19","ribosomal protein S4X pseudogene 19"
"25225","RPS4XP20","ribosomal protein S4X pseudogene 20"
"25226","RPS4XP21","ribosomal protein S4X pseudogene 21"
"25227","RPS4XP22","ribosomal protein S4X pseudogene 22"
"25228","RPS4XP23","ribosomal protein S4X pseudogene 23"
"25229","RPS4Y1","ribosomal protein S4 Y-linked 1"
"25230","RPS4Y1P1","RPS4Y1 pseudogene 1"
"25231","RPS4Y2","ribosomal protein S4 Y-linked 2"
"25232","RPS5P1","ribosomal protein S5 pseudogene 1"
"25233","RPS5P2","ribosomal protein S5 pseudogene 2"
"25234","RPS5P3","ribosomal protein S5 pseudogene 3"
"25235","RPS5P4","ribosomal protein S5 pseudogene 4"
"25236","RPS5P5","ribosomal protein S5 pseudogene 5"
"25237","RPS5P6","ribosomal protein S5 pseudogene 6"
"25238","RPS5P7","ribosomal protein S5 pseudogene 7"
"25239","RPS5P8","ribosomal protein S5 pseudogene 8"
"25240","RPS6KA2","ribosomal protein S6 kinase A2"
"25241","RPS6KA2-AS1","RPS6KA2 antisense RNA 1"
"25242","RPS6KA2-IT1","RPS6KA2 intronic transcript 1"
"25243","RPS6KA4","ribosomal protein S6 kinase A4"
"25244","RPS6KB2-AS1","RPS6KB2 antisense RNA 1"
"25245","RPS6KB3","ribosomal protein S6 kinase B3"
"25246","RPS6P1","ribosomal protein S6 pseudogene 1"
"25247","RPS6P2","ribosomal protein S6 pseudogene 2"
"25248","RPS6P3","ribosomal protein S6 pseudogene 3"
"25249","RPS6P4","ribosomal protein S6 pseudogene 4"
"25250","RPS6P5","ribosomal protein S6 pseudogene 5"
"25251","RPS6P7","ribosomal protein S6 pseudogene 7"
"25252","RPS6P8","ribosomal protein S6 pseudogene 8"
"25253","RPS6P9","ribosomal protein S6 pseudogene 9"
"25254","RPS6P10","ribosomal protein S6 pseudogene 10"
"25255","RPS6P11","ribosomal protein S6 pseudogene 11"
"25256","RPS6P12","ribosomal protein S6 pseudogene 12"
"25257","RPS6P13","ribosomal protein S6 pseudogene 13"
"25258","RPS6P14","ribosomal protein S6 pseudogene 14"
